epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,657.737,3.72122,4.32884,4.03242,0.00092,0.17576,0.00124,0.00032,3.90415,4.75671,4.66549,0.000551425,0.000551425,0.000551425
